nctId,status,enrollment,enrollment_type,extracted_score,Type_I,Type_II,Type_III,Type_IV,Type_V,Type_VI,facility,city,state,zip,latitude,longitude,Race_American_Indian_or_Alaska_Native,Race_Asian,Race_Native_Hawaiian_or_Other_Pacific_Islander,Race_Black_or_African_American,Race_White,Race_More_than_one_race,Race_Unknown_or_Not_Reported
NCT03409952,COMPLETED,20,ACTUAL,I-VI,1,1,1,1,1,1,"Maryland Dermatology Laser, Skin & Vein Institute",Hunt Valley,Maryland,21030,39.49983,-76.64108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03409952,COMPLETED,20,ACTUAL,I-VI,1,1,1,1,1,1,"Dermatology, Laser, and Vein Specialists of the Carolinas",Charlotte,North Carolina,28207,35.22709,-80.84313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05482425,ACTIVE_NOT_RECRUITING,26,ACTUAL,III,0,0,1,0,0,0,UPMC Aesthetic Plastic Surgery Center,Pittsburgh,Pennsylvania,15213,40.44062,-79.99589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02458976,UNKNOWN,20,ESTIMATED,All,1,1,1,1,1,1,Massachusetts General Hospital,Boston,Massachusetts,02114,42.35843,-71.05977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02700152,UNKNOWN,60,ESTIMATED,I-VI,1,1,1,1,1,1,Skin Care Physicians,Chestnut Hill,Massachusetts,02467,42.33065,-71.16616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02700152,UNKNOWN,60,ESTIMATED,I-VI,1,1,1,1,1,1,Zel Skin & Laser Specialists,Edina,Minnesota,55402,44.88969,-93.34995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03224598,COMPLETED,39,ACTUAL,"V, VI",0,0,0,0,1,1,Aclaris Investigational Site,Washington D.C.,District of Columbia,20037,38.89511,-77.03637,0.0,0.0,0.0,76.0,2.0,0.0,0.0
NCT03224598,COMPLETED,39,ACTUAL,"V, VI",0,0,0,0,1,1,Aclaris Investigational Site,New York,New York,10155,40.71427,-74.00597,0.0,0.0,0.0,76.0,2.0,0.0,0.0
NCT05877833,COMPLETED,45,ACTUAL,I-VI,1,1,1,1,1,1,Brennal Pierre,Milford,Connecticut,06460,41.22232,-73.0565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02165657,WITHDRAWN,N/A,ACTUAL,I-VI,1,1,1,1,1,1,University Hospitals Cleveland Medical Center (Concord Site),Concord,Ohio,44077,39.02201,-84.08021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06157567,ACTIVE_NOT_RECRUITING,500,ESTIMATED,I-VI,1,1,1,1,1,1,Center for Morden Aesthetic Medicine,Jacksonville,Florida,32207,30.33218,-81.65565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06157567,ACTIVE_NOT_RECRUITING,500,ESTIMATED,I-VI,1,1,1,1,1,1,Candela Institue for Excellence,Marlborough,Massachusetts,01752,42.34593,-71.55229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06157567,ACTIVE_NOT_RECRUITING,500,ESTIMATED,I-VI,1,1,1,1,1,1,Concierge Medical Arts,Fayetteville,North Carolina,28306,35.05266,-78.87836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06157567,ACTIVE_NOT_RECRUITING,500,ESTIMATED,I-VI,1,1,1,1,1,1,Gerrish MedEsthetics,Vienna,Virginia,22180,38.90122,-77.26526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03719742,COMPLETED,20,ACTUAL,I-VI,1,1,1,1,1,1,"Stephens & Associates, Inc",Richardson,Texas,75231,32.94818,-96.72972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03206567,COMPLETED,40,ACTUAL,I-IV,1,1,1,1,0,0,Ablon Skin Institute & Research Center,Manhattan Beach,California,90266,33.88474,-118.41091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06778434,RECRUITING,24,ESTIMATED,"I, II",1,1,0,0,0,0,"Dayton VA Medical Center, Dayton, OH",Dayton,Ohio,45428,39.75895,-84.19161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03502434,COMPLETED,223,ACTUAL,All,1,1,1,1,1,1,Research Site,Lynchburg,Virginia,24503,37.41375,-79.14225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT04185909,COMPLETED,55,ACTUAL,III,0,0,1,0,0,0,"Michael Lin, MD",Sherman Oaks,California,91403,34.15112,-118.44925,0.0,0.0,0.0,0.0,55.0,0.0,0.0
NCT04185909,COMPLETED,55,ACTUAL,III,0,0,1,0,0,0,Contemporary Plastic Surgery,Jacksonville,Florida,32216,30.33218,-81.65565,0.0,0.0,0.0,0.0,55.0,0.0,0.0
NCT04185909,COMPLETED,55,ACTUAL,III,0,0,1,0,0,0,"Holcomb-Kreithen Plastic Surgery and MedSpa, PLLC",Sarasota,Florida,34237,27.33643,-82.53065,0.0,0.0,0.0,0.0,55.0,0.0,0.0
NCT04185909,COMPLETED,55,ACTUAL,III,0,0,1,0,0,0,Aesthetic Revolution Las Vegas,Las Vegas,Nevada,89148,36.17497,-115.13722,0.0,0.0,0.0,0.0,55.0,0.0,0.0
NCT05124899,COMPLETED,15,ACTUAL,"I, II, III",1,1,1,0,0,0,GSK Investigational Site,Winston-Salem,North Carolina,27101,36.09986,-80.24422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02823483,COMPLETED,35,ACTUAL,"I, II, III",1,1,1,0,0,0,N/A,Piscataway,New Jersey,08854,40.49927,-74.39904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT00992277,COMPLETED,25,ACTUAL,All,1,1,1,1,1,1,Scripps Health,San Diego,California,92130,32.71571,-117.16472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT00992277,COMPLETED,25,ACTUAL,All,1,1,1,1,1,1,South Dermatology Institute,Tustin,California,92780,33.74585,-117.82617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01012388,COMPLETED,100,ACTUAL,"IV, V, VI",0,0,0,1,1,1,N/A,Los Angeles,California,N/A,34.05223,-118.24368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01012388,COMPLETED,100,ACTUAL,"IV, V, VI",0,0,0,1,1,1,N/A,Chevy Chase,Maryland,N/A,39.00287,-77.07115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01012388,COMPLETED,100,ACTUAL,"IV, V, VI",0,0,0,1,1,1,N/A,Ypsilanti,Michigan,N/A,42.24115,-83.61299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01012388,COMPLETED,100,ACTUAL,"IV, V, VI",0,0,0,1,1,1,N/A,New York,New York,N/A,40.71427,-74.00597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01012388,COMPLETED,100,ACTUAL,"IV, V, VI",0,0,0,1,1,1,N/A,Philadelphia,Pennsylvania,N/A,39.95238,-75.16362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02741466,COMPLETED,10,ACTUAL,I,1,0,0,0,0,0,N/A,Union,New Jersey,07083,40.6976,-74.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06032286,COMPLETED,51,ACTUAL,I-VI,1,1,1,1,1,1,Ablon Skin Institute,Manhattan Beach,California,90266,33.88474,-118.41091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06032286,COMPLETED,51,ACTUAL,I-VI,1,1,1,1,1,1,West Dermatology Research Center,San Diego,California,92121,32.71571,-117.16472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT04531527,COMPLETED,32,ACTUAL,"I, II, III",1,1,1,0,0,0,N/A,Fairfield,New Jersey,07004,40.88371,-74.30598,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02739802,COMPLETED,10,ACTUAL,I,1,0,0,0,0,0,N/A,Union,New Jersey,07083,40.6976,-74.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01097902,COMPLETED,15,ACTUAL,"I, II, III, IV",1,1,1,1,0,0,Stanford University School of Medicine,Stanford,California,94305,37.42411,-122.16608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05287724,COMPLETED,20,ACTUAL,All,1,1,1,1,1,1,Wright State Physicians,Fairborn,Ohio,45324,39.82089,-84.01938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06852742,COMPLETED,69,ACTUAL,"I, II, III, IV",1,1,1,1,0,0,"KGL Skin Study Center, LLC",West Chester,Pennsylvania,19073,39.96097,-75.60804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05089851,COMPLETED,29,ACTUAL,I-VI,1,1,1,1,1,1,Shino Bay Cosmetic Dermatology and Laser Institute,Fort Lauderdale,Florida,33301,26.12231,-80.14338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05089851,COMPLETED,29,ACTUAL,I-VI,1,1,1,1,1,1,Infinity Skin Care,Coralville,Iowa,52241,41.6764,-91.58045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05089851,COMPLETED,29,ACTUAL,I-VI,1,1,1,1,1,1,Juvly Aesthetics,Columbus,Ohio,43215,39.96118,-82.99879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02801929,COMPLETED,10,ACTUAL,I,1,0,0,0,0,0,N/A,Union,New Jersey,07083,40.6976,-74.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03125824,COMPLETED,20,ACTUAL,I-III,1,1,1,0,0,0,SkinCare Physicians,Chestnut Hill,Massachusetts,02467,42.33065,-71.16616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03430921,COMPLETED,4,ACTUAL,I-VI,1,1,1,1,1,1,Cutera Research Center,Brisbane,California,94005,37.68077,-122.39997,0.0,2.0,0.0,0.0,2.0,0.0,0.0
NCT02962869,COMPLETED,53,ACTUAL,"I, II, III",1,1,1,0,0,0,N/A,Piscataway,New Jersey,08854,40.49927,-74.39904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02751541,COMPLETED,35,ACTUAL,"I, II, III",1,1,1,0,0,0,N/A,Piscataway,New Jersey,08854,40.49927,-74.39904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03472534,COMPLETED,46,ACTUAL,All,1,1,1,1,1,1,TKL Research,Fair Lawn,New Jersey,07410,40.94038,-74.13181,0.0,1.0,0.0,27.0,18.0,0.0,0.0
NCT02936557,COMPLETED,11,ACTUAL,I,1,0,0,0,0,0,N/A,Union,New Jersey,07083,40.6976,-74.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03285581,COMPLETED,39,ACTUAL,I-VI,1,1,1,1,1,1,Cutera Research Center,Brisbane,California,94005,37.68077,-122.39997,0.0,0.0,0.0,0.0,38.0,1.0,0.0
NCT03285581,COMPLETED,39,ACTUAL,I-VI,1,1,1,1,1,1,Westlake Dermatology,Austin,Texas,78746,30.26715,-97.74306,0.0,0.0,0.0,0.0,38.0,1.0,0.0
NCT02815228,COMPLETED,5,ACTUAL,I,1,0,0,0,0,0,N/A,Union,New Jersey,07083,40.6976,-74.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05359419,UNKNOWN,20,ESTIMATED,I-IV,1,1,1,1,0,0,Cosmetic Laser Dermatology/West Dermatology Research Center,San Diego,California,92121,32.71571,-117.16472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03089580,COMPLETED,14,ACTUAL,"I, IV",1,0,0,1,0,0,University of Michigan Kellogg Eye Center,Ann Arbor,Michigan,48105,42.27756,-83.74088,0.0,0.0,0.0,0.0,14.0,0.0,0.0
NCT06157853,COMPLETED,11,ACTUAL,I-VI,1,1,1,1,1,1,Tennessee Clinical Research Center,Nashville,Tennessee,37215,36.16589,-86.78444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05987319,RECRUITING,20,ESTIMATED,I-VI,1,1,1,1,1,1,"Cynosure, Inc.",Westford,Massachusetts,01886,42.57926,-71.43784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03892564,COMPLETED,35,ACTUAL,All,1,1,1,1,1,1,TKL Research Inc,Fair Lawn,New Jersey,07410,40.94038,-74.13181,0.0,1.0,0.0,0.0,34.0,0.0,0.0
NCT06616311,ACTIVE_NOT_RECRUITING,10,ESTIMATED,IV-VI,0,0,0,1,1,1,Cleveland Clinic,Cleveland,Ohio,44195,41.4995,-81.69541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02994992,COMPLETED,12,ACTUAL,I,1,0,0,0,0,0,N/A,Union,New Jersey,07083,40.6976,-74.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01986634,COMPLETED,30,ACTUAL,I-IV,1,1,1,1,0,0,Univeristy Hospitals Cedar Brainard Office,Lyndhurst,Ohio,44124,41.52005,-81.48873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02032771,COMPLETED,33,ACTUAL,I-V,1,1,1,1,1,0,Knight Dermatology Institute,Orlando,Florida,32801,28.53834,-81.37924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02891044,COMPLETED,12,ACTUAL,I,1,0,0,0,0,0,N/A,Union,New Jersey,07083,40.6976,-74.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02995031,TERMINATED,5,ACTUAL,I,1,0,0,0,0,0,N/A,Union,New Jersey,07083,40.6976,-74.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02528552,UNKNOWN,80,ESTIMATED,I-IV,1,1,1,1,0,0,Axis Clinical Tirals,Los Angeles,California,90036,34.05223,-118.24368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02528552,UNKNOWN,80,ESTIMATED,I-IV,1,1,1,1,0,0,"MedaPhase, Inc.",Newnan,Georgia,30263,33.38067,-84.79966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02528552,UNKNOWN,80,ESTIMATED,I-IV,1,1,1,1,0,0,"NW Dermatology & Research Center, LLC",Portland,Oregon,97210,45.52345,-122.67621,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02528552,UNKNOWN,80,ESTIMATED,I-IV,1,1,1,1,0,0,Tennessee Clinical Research Center,Nashville,Tennessee,37215,36.16589,-86.78444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT04560647,COMPLETED,9,ACTUAL,All,1,1,1,1,1,1,Wright State Physicians,Fairborn,Ohio,45324,39.82089,-84.01938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03259958,COMPLETED,86,ACTUAL,All,1,1,1,1,1,1,Celerion Inc.,Phoenix,Arizona,85283,33.44838,-112.07404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05102604,COMPLETED,40,ACTUAL,II-IV,0,1,1,1,0,0,UCLA Center for Human Nutrition,Los Angeles,California,90024,34.05223,-118.24368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01113606,COMPLETED,N/A,N/A,I-IV,1,1,1,1,0,0,Suite 135,Oxnard,California,93030,34.1975,-119.17705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01113606,COMPLETED,N/A,N/A,I-IV,1,1,1,1,0,0,Suite 175,Rancho Santa Margarita,California,92688,33.64086,-117.6031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01113606,COMPLETED,N/A,N/A,I-IV,1,1,1,1,0,0,Aesthetic and Plastic Surgery Institute,Greeley,Colorado,80634,40.42331,-104.70913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01113606,COMPLETED,N/A,N/A,I-IV,1,1,1,1,0,0,Brevard Plastic Surgery and Skin Institute,Melbourne,Florida,32901,28.08363,-80.60811,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01113606,COMPLETED,N/A,N/A,I-IV,1,1,1,1,0,0,Kentucky Aesthetic and Plastic Surgery Institute,Louisville,Kentucky,40202,38.25424,-85.75941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01113606,COMPLETED,N/A,N/A,I-IV,1,1,1,1,0,0,Center for Plastic and Reconstructive Surgery,Ypsilanti,Michigan,48197,42.24115,-83.61299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01113606,COMPLETED,N/A,N/A,I-IV,1,1,1,1,0,0,Body Aesthetic Plastic Surgery,St Louis,Missouri,63141,38.62727,-90.19789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01113606,COMPLETED,N/A,N/A,I-IV,1,1,1,1,0,0,N/A,New York,New York,N/A,40.71427,-74.00597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01113606,COMPLETED,N/A,N/A,I-IV,1,1,1,1,0,0,Advanced Cosmetis Surgery,Greenville,South Carolina,29607,34.85262,-82.39401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02995148,COMPLETED,10,ACTUAL,I,1,0,0,0,0,0,N/A,Union,New Jersey,07083,40.6976,-74.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03415685,TERMINATED,39,ACTUAL,I-VI,1,1,1,1,1,1,Zena Medical,Newport Beach,California,92660,33.61891,-117.92895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03415685,TERMINATED,39,ACTUAL,I-VI,1,1,1,1,1,1,Metro Dermatology,Elmhurst,New York,11373,40.73649,-73.87791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03415685,TERMINATED,39,ACTUAL,I-VI,1,1,1,1,1,1,Laser and Skin Surgery Center of New York,New York,New York,10016,40.71427,-74.00597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03415685,TERMINATED,39,ACTUAL,I-VI,1,1,1,1,1,1,"Dermatology, Laser, and Vein Specialists of the Carolinas",Charlotte,North Carolina,28207,35.22709,-80.84313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03970317,COMPLETED,7,ACTUAL,I-V,1,1,1,1,1,0,Refined Dermatology,Los Gatos,California,95032,37.22661,-121.97468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01094574,COMPLETED,10,ACTUAL,II-IV,0,1,1,1,0,0,Stanford University School of Medicine,Stanford,California,94305,37.42411,-122.16608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01831180,COMPLETED,50,ACTUAL,I-IV,1,1,1,1,0,0,Wake Forest School of Medicine - Dermatology Clinic,Winston-Salem,North Carolina,27157,36.09986,-80.24422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03559972,COMPLETED,40,ACTUAL,I-VI,1,1,1,1,1,1,Cosmetic Laser Dermatology,San Diego,California,92121,32.71571,-117.16472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03559972,COMPLETED,40,ACTUAL,I-VI,1,1,1,1,1,1,"Suzanne Bruce and Associates, PA, The Center for Skin Research",Houston,Texas,77056,29.76328,-95.36327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02465775,UNKNOWN,60,ESTIMATED,I-VI,1,1,1,1,1,1,Coleman Center for Cosmetic Dermatologic Surgery,Metairie,Louisiana,70006,29.98409,-90.15285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02465775,UNKNOWN,60,ESTIMATED,I-VI,1,1,1,1,1,1,"Maryland Laser, Skin, & Vein Institute, LLC",Hunt Valley,Maryland,21030,39.49983,-76.64108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02465775,UNKNOWN,60,ESTIMATED,I-VI,1,1,1,1,1,1,Gold Skincare,Nashville,Tennessee,37215,36.16589,-86.78444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06629792,COMPLETED,32,ACTUAL,I-VI,1,1,1,1,1,1,"SGS Stephens, inc.",Richardson,Texas,75081,32.94818,-96.72972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03506477,COMPLETED,25,ACTUAL,IV-VI,0,0,0,1,1,1,Mount Sinai West,New York,New York,10023,40.71427,-74.00597,0.0,6.0,2.0,26.0,0.0,0.0,16.0
NCT04202419,COMPLETED,30,ACTUAL,I-VI,1,1,1,1,1,1,Miami Dermatology and Laser Institute,Miami,Florida,33173,25.77427,-80.19366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT04567537,ACTIVE_NOT_RECRUITING,20,ESTIMATED,All,1,1,1,1,1,1,MGH Clinical Unit for Research Trials & Outcomes in Skin,Boston,Massachusetts,02114,42.35843,-71.05977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT04178161,UNKNOWN,15,ESTIMATED,All,1,1,1,1,1,1,Massachusetts General Hospital - Wellman Center for Photomedicine,Boston,Massachusetts,02114,42.35843,-71.05977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01984775,COMPLETED,52,ACTUAL,All,1,1,1,1,1,1,GSK Investigational Site,Baltimore,Maryland,21225,39.29038,-76.61219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01347879,COMPLETED,153,ACTUAL,I-VI,1,1,1,1,1,1,Dermatology Specialists Inc,Oceanside,California,92056,33.19587,-117.37948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01347879,COMPLETED,153,ACTUAL,I-VI,1,1,1,1,1,1,Rady Children's Hospital,San Diego,California,92123,32.71571,-117.16472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01347879,COMPLETED,153,ACTUAL,I-VI,1,1,1,1,1,1,North Florida Dermatology Associates,Jacksonville,Florida,32204,30.33218,-81.65565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01347879,COMPLETED,153,ACTUAL,I-VI,1,1,1,1,1,1,Altman Dermatology Associates,Arlington Heights,Illinois,60005,42.08836,-87.98063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01347879,COMPLETED,153,ACTUAL,I-VI,1,1,1,1,1,1,"Dermatology Institute, DuPage Medical Group",Naperville,Illinois,60563,41.78586,-88.14729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01347879,COMPLETED,153,ACTUAL,I-VI,1,1,1,1,1,1,Deaconess Clinic Inc,Evansville,Indiana,47713,37.97476,-87.55585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01347879,COMPLETED,153,ACTUAL,I-VI,1,1,1,1,1,1,ActivMed Practices & Research Inc,Haverhill,Massachusetts,10830,42.7762,-71.07728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01347879,COMPLETED,153,ACTUAL,I-VI,1,1,1,1,1,1,Somerset Skin Centre,Troy,Michigan,48084,42.60559,-83.14993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01347879,COMPLETED,153,ACTUAL,I-VI,1,1,1,1,1,1,Penn State Hershey Medical Center,Hershey,Pennsylvania,17033,40.28592,-76.65025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01347879,COMPLETED,153,ACTUAL,I-VI,1,1,1,1,1,1,Clinical Partners LLC,Johnston,Rhode Island,02919,41.82186,-71.50675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01347879,COMPLETED,153,ACTUAL,I-VI,1,1,1,1,1,1,DermResearch Inc,Austin,Texas,78759,30.26715,-97.74306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01347879,COMPLETED,153,ACTUAL,I-VI,1,1,1,1,1,1,Clinical Trials of Texas,San Antonio,Texas,78229,29.42412,-98.49363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01347879,COMPLETED,153,ACTUAL,I-VI,1,1,1,1,1,1,"Virginia Clinical Research, Inc.",Norfolk,Virginia,23507,36.84681,-76.28522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01347879,COMPLETED,153,ACTUAL,I-VI,1,1,1,1,1,1,Premier Clinical Research,Spokane,Washington,99216,47.65966,-117.42908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01504061,COMPLETED,20,ACTUAL,I-VI,1,1,1,1,1,1,"Dermatology, Laser, and Vein Specialists of the Carolinas, PLLC",Charlotte,North Carolina,28207,35.22709,-80.84313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02872246,COMPLETED,11,ACTUAL,"I, II, III",1,1,1,0,0,0,N/A,Union,New Jersey,07083,40.6976,-74.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06351358,ACTIVE_NOT_RECRUITING,40,ESTIMATED,All,1,1,1,1,1,1,Somenek + Pittman MD: Advanced Plastic Surgery,Washington D.C.,District of Columbia,20037,38.89511,-77.03637,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06351358,ACTIVE_NOT_RECRUITING,40,ESTIMATED,All,1,1,1,1,1,1,Lorenc Aesthetic Plastic Surgery Center,New York,New York,10028,40.71427,-74.00597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03072485,COMPLETED,10,ACTUAL,I-III,1,1,1,0,0,0,Stanford Dermatology,Redwood City,California,94603,37.48522,-122.23635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03960125,WITHDRAWN,N/A,ACTUAL,"I, II",1,1,0,0,0,0,Wright State Physicians,Fairborn,Ohio,45324,39.82089,-84.01938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01012713,COMPLETED,30,ACTUAL,II,0,1,0,0,0,0,UCSF Psoriasis and Skin Treatment Center,San Francisco,California,94118,37.77493,-122.41942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01745224,TERMINATED,4,ACTUAL,III-VI,0,0,1,1,1,1,NY Laser and Skin Care,New York,New York,10028,40.71427,-74.00597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05386368,TERMINATED,1,ACTUAL,"I, II",1,1,0,0,0,0,Wake Forest University Health Sciences,Winston-Salem,North Carolina,27157,36.09986,-80.24422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05981118,ENROLLING_BY_INVITATION,40,ESTIMATED,III,0,0,1,0,0,0,Wake Forest University Health Sciences Department of Dermatology,Winston-Salem,North Carolina,27157,36.09986,-80.24422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT04510727,WITHDRAWN,N/A,ACTUAL,All,1,1,1,1,1,1,Maria V Muniz,Miami,Florida,33125,25.77427,-80.19366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01114841,COMPLETED,254,ACTUAL,All,1,1,1,1,1,1,HillTop Research Corporation,Scottsdale,Arizona,85251,33.50921,-111.89903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06161246,COMPLETED,60,ACTUAL,All,1,1,1,1,1,1,DeNova Research,Chicago,Illinois,60611,41.85003,-87.65005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT04520217,RECRUITING,40,ESTIMATED,All,1,1,1,1,1,1,Wright State Physicians,Fairborn,Ohio,45324,39.82089,-84.01938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01292746,TERMINATED,14,ACTUAL,I-IV,1,1,1,1,0,0,Advanced Gynecology Specialists of Georgia,Evans,Georgia,30809,33.53375,-82.13067,0.0,0.0,0.0,0.0,14.0,0.0,0.0
NCT06317766,ENROLLING_BY_INVITATION,2,ESTIMATED,I-IV,1,1,1,1,0,0,UT Soutwestern Medical Center,Dallas,Texas,75390,32.78306,-96.80667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03380845,COMPLETED,4,ACTUAL,III-VI,0,0,1,1,1,1,Massachusetts General Hospital,Boston,Massachusetts,02114,42.35843,-71.05977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02488083,UNKNOWN,60,ESTIMATED,I-VI,1,1,1,1,1,1,Coleman Center for Cosmetic Dermatologic Surgery,Metairie,Louisiana,70006,29.98409,-90.15285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
