nctId,status,enrollment,enrollment_type,last_update_year,extracted_score,Type_I,Type_II,Type_III,Type_IV,Type_V,Type_VI,facility,city,state,zip,latitude,longitude,Race_American_Indian_or_Alaska_Native,Race_Asian,Race_Native_Hawaiian_or_Other_Pacific_Islander,Race_Black_or_African_American,Race_White,Race_More_than_one_race,Race_Unknown_or_Not_Reported,search_query,place_name,phase,central_contacts,overall_officials
NCT03719742,COMPLETED,20.0,ACTUAL,2019,I-VI,1,1,1,1,1,1,"Stephens & Associates, Inc",Richardson,Texas,75231,32.950897,-96.8317449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Stephens & Associates, Inc, Richardson, Texas 75231",A E Stephens & Associates,NA,[],"[{'name': 'Lily Jiang, PhD', 'affiliation': 'Stephens & Associates, Inc.', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT00186563,COMPLETED,13.0,,2013,"II, III",0,1,1,0,0,0,Stanford University School of Medicine,Stanford,California,94305,37.4318102,-122.175758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Stanford University School of Medicine, Stanford, California 94305",Stanford University School Medicine,NA,[],"[{'name': 'Martin S Angst', 'affiliation': 'Stanford University', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT01094574,COMPLETED,10.0,ACTUAL,2017,II-IV,0,1,1,1,0,0,Stanford University School of Medicine,Stanford,California,94305,37.4318102,-122.175758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Stanford University School of Medicine, Stanford, California 94305",Stanford University School Medicine,NA,[],"[{'name': 'Martin S Angst', 'affiliation': 'Stanford University', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT01097902,COMPLETED,15.0,ACTUAL,2013,"I, II, III, IV",1,1,1,1,0,0,Stanford University School of Medicine,Stanford,California,94305,37.4318102,-122.175758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Stanford University School of Medicine, Stanford, California 94305",Stanford University School Medicine,PHASE1,[],"[{'name': 'Martin S Angst', 'affiliation': 'Stanford University', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT00541931,COMPLETED,37.0,ACTUAL,2017,"I, II",1,1,0,0,0,0,Stanford University School of Medicine,Stanford,California,94305,37.4318102,-122.175758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Stanford University School of Medicine, Stanford, California 94305",Stanford University School Medicine,NA,[],"[{'name': 'Dr. Anne Lynn S. Chang', 'affiliation': 'Stanford University', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT03243981,COMPLETED,5.0,ACTUAL,2019,II-III,0,1,1,0,0,0,Stanford University,Redwood City,California,94063,37.4845962,-122.2067642,0.0,0.0,0.0,0.0,5.0,0.0,0.0,"Stanford University, Redwood City, California 94063",Stanford University | Redwood City,NA,[],[]
NCT02787616,COMPLETED,306.0,ACTUAL,2019,"I, II",1,1,0,0,0,0,Stanford Dermatology,Redwood City,California,94603,37.48572559999999,-122.2027313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Stanford Dermatology, Redwood City, California 94603",General Dermatology Clinic in Redwood City,N/A,[],[]
NCT02749786,COMPLETED,10.0,ACTUAL,2019,"II, III",0,1,1,0,0,0,Stanford Dermatology,Redwood City,California,94603,37.48572559999999,-122.2027313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Stanford Dermatology, Redwood City, California 94603",General Dermatology Clinic in Redwood City,NA,[],"[{'name': 'Anne Chang', 'affiliation': 'Stanford University', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT01451476,COMPLETED,122.0,ACTUAL,2024,"I, II",1,1,0,0,0,0,Stanford Dermatology,Redwood City,California,94603,37.48572559999999,-122.2027313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Stanford Dermatology, Redwood City, California 94603",General Dermatology Clinic in Redwood City,N/A,[],"[{'name': 'Alfred Lane, MD', 'affiliation': 'Stanford University', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Anne Chang, MD', 'affiliation': 'Stanford University', 'role': 'STUDY_DIRECTOR'}]"
NCT03072485,COMPLETED,10.0,ACTUAL,2019,I-III,1,1,1,0,0,0,Stanford Dermatology,Redwood City,California,94603,37.48572559999999,-122.2027313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Stanford Dermatology, Redwood City, California 94603",General Dermatology Clinic in Redwood City,PHASE1,[],"[{'name': 'Anne Chang, MD', 'affiliation': 'Stanford University', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT05171894,RECRUITING,84.0,ESTIMATED,2024,I-VI,1,1,1,1,1,1,St. Luke's University Health Network,Bethlehem,Pennsylvania,18015,40.6091715,-75.393079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"St. Luke's University Health Network, Bethlehem, Pennsylvania 18015",St. Luke's University Hospital - Bethlehem Campus,PHASE2,"[{'name': 'Xuejing Cheng', 'role': 'CONTACT', 'phone': '00-86-021-58953355', 'email': 'xjcheng@fd-zj.com'}]",[]
NCT03810833,COMPLETED,12.0,ACTUAL,2020,I-VI,1,1,1,1,1,1,St. Louis Clinical Trials,St Louis,Missouri,63141,38.6741726,-90.4063166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"St. Louis Clinical Trials, St Louis, Missouri 63141",St. Louis Clinical Trials,NA,[],"[{'name': 'Richard B Dorshow, PhD', 'affiliation': 'MediBeacon', 'role': 'STUDY_DIRECTOR'}]"
NCT01609530,TERMINATED,31.0,ACTUAL,2018,I-VI,1,1,1,1,1,1,St. Joseph Mercy Hospital,Ypsilanti,Michigan,48197,42.2645802,-83.65309909999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"St. Joseph Mercy Hospital, Ypsilanti, Michigan 48197",Trinity Health Ann Arbor Hospital,NA,[],"[{'name': 'Barry Auster, MD', 'affiliation': 'Saint Joseph Mercy Hospital', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT01147172,COMPLETED,100.0,ACTUAL,2017,"IV, V, VI",0,0,0,1,1,1,St Luke's Roosevelt,New York,New York,10025,40.80540999999999,-73.961502,3.0,1.0,0.0,41.0,0.0,2.0,53.0,"St Luke's Roosevelt, New York, New York 10025",St Lukes Roosevelt Hospital: Derose Joseph MD,NA,[],"[{'name': 'Frederic Brandt, MD', 'affiliation': 'Dermatology Research Institute, LLC', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'William P Coleman, MD', 'affiliation': 'Private Practice', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Michael Gold, MD', 'affiliation': 'Tennessee Clinical Research Center', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Alicia Barba, MD', 'affiliation': 'International Dermatology Research, Inc.', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Andrew Alexis, MD', 'affiliation': ""St. Luke's-Roosevelt Hospital Center"", 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Michael Jarratt, MD', 'affiliation': 'Derm Research, Inc.', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Pearl Grimes, MD', 'affiliation': 'Vitiligo & Pigmentation Institute of Southern California', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Marta Rendon, MD', 'affiliation': 'Skin Care Research, Inc.', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Eduardo Tschen, MD', 'affiliation': 'Academic Dermatology Associates', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT02217228,COMPLETED,394.0,ACTUAL,2017,"I, II, III",1,1,1,0,0,0,Spokane Dermatology Clinic,Spokane,Washington,92204,47.6527934,-117.4039041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Spokane Dermatology Clinic, Spokane, Washington 92204",Spokane Dermatology Clinic,NA,[],[]
NCT02217228,COMPLETED,394.0,ACTUAL,2017,"I, II, III",1,1,1,0,0,0,Spencer Dermatology,St. Petersburg,Florida,33716,27.8929763,-82.6671928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Spencer Dermatology, St. Petersburg, Florida 33716",Spencer Center For Dermatology,NA,[],[]
NCT01026662,UNKNOWN,5.0,ESTIMATED,2014,All,1,1,1,1,1,1,SouthWestern Medical Center,Dallas,Texas,75390-8843,32.8126061,-96.8422515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SouthWestern Medical Center, Dallas, Texas 75390-8843",UT Southwestern Medical Center,N/A,[],[]
NCT06357221,COMPLETED,46.0,ACTUAL,2024,All,1,1,1,1,1,1,"Southeast Dermatology Specialists, LLC",Columbus,Georgia,31904,32.5333738,-84.9779454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Southeast Dermatology Specialists, LLC, Columbus, Georgia 31904",Southeast Dermatology Specialists,PHASE4,[],"[{'name': 'Zoe D Draelos, MD', 'affiliation': 'Dermatology Consulting Services, High Point NC', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'George F Hougeir, MD', 'affiliation': 'Southeast Dermatology Specialist, LLC', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT06357221,COMPLETED,46.0,ACTUAL,2024,All,1,1,1,1,1,1,"Southeast Dermatology Specialists, LLC",Douglasville,Georgia,30135,33.735505,-84.7305143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Southeast Dermatology Specialists, LLC, Douglasville, Georgia 30135",Southeast Dermatology Specialists,PHASE4,[],"[{'name': 'Zoe D Draelos, MD', 'affiliation': 'Dermatology Consulting Services, High Point NC', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'George F Hougeir, MD', 'affiliation': 'Southeast Dermatology Specialist, LLC', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT00992277,COMPLETED,25.0,ACTUAL,2014,All,1,1,1,1,1,1,South Dermatology Institute,Tustin,California,92780,33.71665,-117.8084957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"South Dermatology Institute, Tustin, California 92780",South Coast Dermatology Institute,"PHASE2, PHASE3",[],[]
NCT01347879,COMPLETED,153.0,ACTUAL,2014,I-VI,1,1,1,1,1,1,Somerset Skin Centre,Troy,Michigan,48084,42.5557454,-83.1504834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Somerset Skin Centre, Troy, Michigan 48084",Somerset Skin Centre,PHASE2,[],"[{'name': 'David Pariser, MD', 'affiliation': 'Virginia Clinical Research, Inc.', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT06351358,ACTIVE_NOT_RECRUITING,40.0,ESTIMATED,2024,All,1,1,1,1,1,1,Somenek + Pittman MD: Advanced Plastic Surgery,Washington D.C.,District of Columbia,20037,38.9047701,-77.051947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Somenek + Pittman MD: Advanced Plastic Surgery, Washington D.C., District of Columbia 20037",Somenek + Pittman MD - Plastic Surgery,NA,[],"[{'name': 'Michael Somenek, MD', 'affiliation': 'Somenek + Pittman MD: Advanced Plastic Surgery', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Paul Z Lorenc, MD', 'affiliation': 'Z. Paul Lorenc Aesthetic Plastic Surgery', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT05372419,COMPLETED,90.0,ACTUAL,2025,IV-VI,0,0,0,1,1,1,Solutions Through Advanced Research,Jacksonville,Florida,32256,30.1851653,-81.5486019,6.0,10.0,4.0,70.0,0.0,0.0,0.0,"Solutions Through Advanced Research, Jacksonville, Florida 32256",Solutions Through Advanced Research,PHASE3,[],"[{'name': 'Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST)', 'affiliation': 'Eli Lilly and Company', 'role': 'STUDY_DIRECTOR'}]"
NCT01257555,COMPLETED,24.0,ESTIMATED,2012,I-VI,1,1,1,1,1,1,Solta Medical,Hayward,California,94545,37.632154,-122.1134948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Solta Medical, Hayward, California 94545",Solta Medical Inc,N/A,[],[]
NCT00594425,COMPLETED,150.0,ACTUAL,2013,I-IV,1,1,1,1,0,0,Solano Clinical Research,Vallejo,California,94589,38.131468,-122.2405061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Solano Clinical Research, Vallejo, California 94589",Sutter Solano Cancer Center,PHASE2,[],"[{'name': 'David Pariser, MD', 'affiliation': 'AAD', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT01518907,COMPLETED,99.0,ACTUAL,2015,I-V,1,1,1,1,1,0,"SNBL Clinical Pharmacology Center, Inc",Baltimore,Maryland,21201,39.2890747,-76.6295362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SNBL Clinical Pharmacology Center, Inc, Baltimore, Maryland 21201",Snbl,PHASE1,[],"[{'name': 'Veronica Urdaneta, MD MPH', 'affiliation': 'Endo Pharmaceuticals', 'role': 'STUDY_DIRECTOR'}]"
NCT04829227,COMPLETED,45.0,ACTUAL,2022,I-VI,1,1,1,1,1,1,"SLSS, a Division of Schweiger Dermatology Group Research Office",Hackensack,New Jersey,07601,40.8838005,-74.05749949999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SLSS, a Division of Schweiger Dermatology Group Research Office, Hackensack, New Jersey 07601",Schweiger Dermatology Group - Hackensack,PHASE3,[],"[{'name': 'Ruthie Amir, MD', 'affiliation': 'Sofwave', 'role': 'STUDY_DIRECTOR'}]"
NCT04029545,TERMINATED,5.0,ACTUAL,2021,All,1,1,1,1,1,1,Skintastic,Plano,Texas,75093,33.0440999,-96.8319588,0.0,0.0,0.0,0.0,10.0,0.0,0.0,"Skintastic, Plano, Texas 75093",Skintastic Med Spa,PHASE3,[],"[{'name': 'Stacy R Smith, MD', 'affiliation': 'California Dermatology & Clinical Research Institute', 'role': 'STUDY_DIRECTOR'}]"
NCT03400202,COMPLETED,44.0,ACTUAL,2019,I-VI,1,1,1,1,1,1,SkinMedica Clinical Research and Innovation Center,Irvine,California,92612,33.6791534,-117.8460769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SkinMedica Clinical Research and Innovation Center, Irvine, California 92612",Irvine Clinical Research,N/A,[],"[{'name': 'Lisa Goberdhan', 'affiliation': 'Allergan', 'role': 'STUDY_CHAIR'}]"
NCT03302559,COMPLETED,29.0,ACTUAL,2019,I-IV,1,1,1,1,0,0,SkinMedica Clinical Research and Innovation Center,Irvine,California,92612,33.6791534,-117.8460769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SkinMedica Clinical Research and Innovation Center, Irvine, California 92612",Irvine Clinical Research,NA,[],"[{'name': 'Lisa Goberdhan, B.A.', 'affiliation': 'Allergan', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT03767400,COMPLETED,99.0,ACTUAL,2019,I-III,1,1,1,0,0,0,Skinmedica Clinical Research and Innovation Center,Irvine,California,92612,33.6848455,-117.8128375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skinmedica Clinical Research and Innovation Center, Irvine, California 92612",Newmedica Aesthetic Institute,N/A,[],"[{'name': 'Lisa Goberdhan', 'affiliation': 'Allergan', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT03125824,COMPLETED,20.0,ACTUAL,2022,I-III,1,1,1,0,0,0,SkinCare Physicians,Chestnut Hill,Massachusetts,02467,42.32247419999999,-71.16683549999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SkinCare Physicians, Chestnut Hill, Massachusetts 02467",SkinCare Physicians,NA,[],"[{'name': 'Christopher Cappelli, MD', 'affiliation': 'Soliton', 'role': 'STUDY_DIRECTOR'}]"
NCT02877667,COMPLETED,40.0,ACTUAL,2020,I-III,1,1,1,0,0,0,SkinCare Physicians,Chestnut Hill,Massachusetts,02467,42.32247419999999,-71.16683549999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SkinCare Physicians, Chestnut Hill, Massachusetts 02467",SkinCare Physicians,NA,[],"[{'name': 'Chris Capelli, MD', 'affiliation': 'Soliton', 'role': 'STUDY_DIRECTOR'}]"
NCT03228641,COMPLETED,33.0,ACTUAL,2018,"I, II, III",1,1,1,0,0,0,SkinCare Physicians,Chestnut Hill,Massachusetts,02467,42.32247419999999,-71.16683549999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SkinCare Physicians, Chestnut Hill, Massachusetts 02467",SkinCare Physicians,NA,[],"[{'name': 'Michail M Pankratov, MD, PhD', 'affiliation': 'Senior Vice President of Clinical & Regulatory Affairs', 'role': 'STUDY_DIRECTOR'}, {'name': 'Patricia E Krantz', 'affiliation': 'Director of Clinical Operations', 'role': 'STUDY_DIRECTOR'}]"
NCT03243617,COMPLETED,26.0,ACTUAL,2017,I-VI,1,1,1,1,1,1,Skincare Physicians,Chestnut Hill,Massachusetts,02467,42.32247419999999,-71.16683549999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skincare Physicians, Chestnut Hill, Massachusetts 02467",SkinCare Physicians,NA,[],"[{'name': 'Jeffrey Dover, MD', 'affiliation': 'Skincare Physicians', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT06333067,RECRUITING,100.0,ESTIMATED,2025,I-VI,1,1,1,1,1,1,Skin Wellness Dermatology Associates,Durham,North Carolina,27713,35.912607,-78.94230480000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skin Wellness Dermatology Associates, Durham, North Carolina 27713",Skin Wellness Dermatology Associates,NA,"[{'name': 'Shlomit Mann, MSc', 'role': 'CONTACT', 'phone': '+972-4-7800268', 'email': 'Shlomit@sofwave.com'}, {'name': 'Ruthie Amir, MD', 'role': 'CONTACT', 'phone': '+972-4-300-3164', 'email': 'Ruthie@sofwave.com'}]",[]
NCT07041489,RECRUITING,85.0,ESTIMATED,2025,I-VI,1,1,1,1,1,1,Skin Wellness Dermatology,Birmingham,Alabama,35209,33.4729821,-86.78442489999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skin Wellness Dermatology, Birmingham, Alabama 35209",Skin Wellness Dermatology,NA,"[{'name': 'Mark S. Nestor, MD, PhD', 'role': 'CONTACT', 'phone': '305-933-6716', 'email': 'info@centerforclinicalandcosmeticresearch.com'}]","[{'name': 'Danielle Leavitt', 'affiliation': 'Restore Biologics Holdings, LLC', 'role': 'STUDY_DIRECTOR'}]"
NCT06602284,NOT_YET_RECRUITING,10.0,ESTIMATED,2024,I-VI,1,1,1,1,1,1,Skin Wellness Dermatology,Birmingham,Alabama,35209,33.4729821,-86.78442489999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skin Wellness Dermatology, Birmingham, Alabama 35209",Skin Wellness Dermatology,"PHASE2, PHASE3","[{'name': 'Stene Marshal', 'role': 'CONTACT', 'phone': '(949) 798 6207', 'email': 'stene@dermapenworld.com'}, {'name': 'Aahan Sachdev', 'role': 'CONTACT', 'phone': '9880755883', 'email': 'aahan.sachdev@msclinical.com'}]",[]
NCT06148558,COMPLETED,36.0,ACTUAL,2023,I-VI,1,1,1,1,1,1,"Skin Study Center, KGL LLC",Newtown Square,Pennsylvania,19073,39.9789871,-75.43418969999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skin Study Center, KGL LLC, Newtown Square, Pennsylvania 19073",KGL Skin Study Center,NA,[],[]
NCT00919191,COMPLETED,26.0,ACTUAL,2012,"I, II, III",1,1,1,0,0,0,Skin Study Center,Broomall,Pennsylvania,19008,39.9789871,-75.43418969999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skin Study Center, Broomall, Pennsylvania 19008",KGL Skin Study Center,PHASE4,[],"[{'name': 'Ana Rossi, MD', 'affiliation': 'Johnson & Johnson Consumer and Personal Products Worldwide', 'role': 'STUDY_DIRECTOR'}]"
NCT00952523,COMPLETED,162.0,ACTUAL,2012,"I, II, III",1,1,1,0,0,0,Skin Study Center,Broomall,Pennsylvania,19008,39.9789871,-75.43418969999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skin Study Center, Broomall, Pennsylvania 19008",KGL Skin Study Center,PHASE4,[],"[{'name': 'David Lineberry', 'affiliation': 'Bausch Health Americas, Inc.', 'role': 'STUDY_DIRECTOR'}]"
NCT01313728,COMPLETED,26.0,ACTUAL,2012,"I, II, III",1,1,1,0,0,0,Skin Study Center,Broomall,Pennsylvania,19008,39.9789871,-75.43418969999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skin Study Center, Broomall, Pennsylvania 19008",KGL Skin Study Center,PHASE4,[],"[{'name': 'David Lineberry', 'affiliation': 'Bausch Health Americas, Inc.', 'role': 'STUDY_DIRECTOR'}]"
NCT04029545,TERMINATED,5.0,ACTUAL,2021,All,1,1,1,1,1,1,"Skin Specialists, PC",Omaha,Nebraska,68144,41.2321726,-96.1340033,0.0,0.0,0.0,0.0,10.0,0.0,0.0,"Skin Specialists, PC, Omaha, Nebraska 68144",Schlessinger MD Dermatology & Cosmetic Surgery,PHASE3,[],"[{'name': 'Stacy R Smith, MD', 'affiliation': 'California Dermatology & Clinical Research Institute', 'role': 'STUDY_DIRECTOR'}]"
NCT05372419,COMPLETED,90.0,ACTUAL,2025,IV-VI,0,0,0,1,1,1,"Skin Specialists, P.C",Omaha,Nebraska,68144,41.2321726,-96.1340033,6.0,10.0,4.0,70.0,0.0,0.0,0.0,"Skin Specialists, P.C, Omaha, Nebraska 68144",Schlessinger MD Dermatology & Cosmetic Surgery,PHASE3,[],"[{'name': 'Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST)', 'affiliation': 'Eli Lilly and Company', 'role': 'STUDY_DIRECTOR'}]"
NCT06415305,COMPLETED,10.0,ACTUAL,2025,All,1,1,1,1,1,1,"Skin Sciences, PLLC",Louisville,Kentucky,40217,38.27766,-85.7369958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skin Sciences, PLLC, Louisville, Kentucky 40217","Dr. Leon H. Kircik, MD",PHASE4,[],[]
NCT04695691,COMPLETED,104.0,ACTUAL,2023,I-VI,1,1,1,1,1,1,Skin Research Institute,Coral Gables,Florida,33146,25.7312214,-80.2577452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skin Research Institute, Coral Gables, Florida 33146",Skin Research Institute,NA,[],[]
NCT03421691,COMPLETED,17.0,ACTUAL,2023,I-IV,1,1,1,1,0,0,Skin Laser and Surgery Specialists of NY and NJ,New York,New York,10022,40.7446877,-73.974925,0.0,2.0,0.0,0.0,14.0,0.0,0.0,"Skin Laser and Surgery Specialists of NY and NJ, New York, New York 10022",Laser & Skin Surgery Center of New York,NA,[],[]
NCT04695691,COMPLETED,104.0,ACTUAL,2023,I-VI,1,1,1,1,1,1,"Skin Laser & Surgery Specialists, a Division of Schweiger Dermatology",Hackensack,New Jersey,07601,40.8838005,-74.05749949999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skin Laser & Surgery Specialists, a Division of Schweiger Dermatology, Hackensack, New Jersey 07601",Schweiger Dermatology Group - Hackensack,NA,[],[]
NCT02217228,COMPLETED,394.0,ACTUAL,2017,"I, II, III",1,1,1,0,0,0,Skin Laser & Surgery Specialists of NY & NJ,Hackensack,New Jersey,07601,40.8838005,-74.05749949999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skin Laser & Surgery Specialists of NY & NJ, Hackensack, New Jersey 07601",Schweiger Dermatology Group - Hackensack,NA,[],[]
NCT03430245,COMPLETED,16.0,ACTUAL,2020,I-VI,1,1,1,1,1,1,Skin Laser & Surgery Specialist of NY/NJ,Hackensack,New Jersey,07601,40.8838005,-74.05749949999999,0.0,0.0,0.0,0.0,16.0,0.0,0.0,"Skin Laser & Surgery Specialist of NY/NJ, Hackensack, New Jersey 07601",Schweiger Dermatology Group - Hackensack,NA,[],[]
NCT02488083,UNKNOWN,60.0,ESTIMATED,2016,I-VI,1,1,1,1,1,1,Skin Laser & Surgery Specialist of NY/NJ,Hackensack,New Jersey,07601,40.8838005,-74.05749949999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skin Laser & Surgery Specialist of NY/NJ, Hackensack, New Jersey 07601",Schweiger Dermatology Group - Hackensack,NA,"[{'name': 'Robert Weiss, MD', 'role': 'CONTACT', 'phone': '410-666-3960', 'email': ''}]","[{'name': 'Robert Weiss, MD', 'affiliation': 'Maryland Laser Skin and Vein Institute', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT01147172,COMPLETED,100.0,ACTUAL,2017,"IV, V, VI",0,0,0,1,1,1,"Skin Care Research, Inc.",Boca Raton,Florida,33486,26.3618919,-80.1071697,3.0,1.0,0.0,41.0,0.0,2.0,53.0,"Skin Care Research, Inc., Boca Raton, Florida 33486",Skin Care Research,NA,[],"[{'name': 'Frederic Brandt, MD', 'affiliation': 'Dermatology Research Institute, LLC', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'William P Coleman, MD', 'affiliation': 'Private Practice', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Michael Gold, MD', 'affiliation': 'Tennessee Clinical Research Center', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Alicia Barba, MD', 'affiliation': 'International Dermatology Research, Inc.', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Andrew Alexis, MD', 'affiliation': ""St. Luke's-Roosevelt Hospital Center"", 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Michael Jarratt, MD', 'affiliation': 'Derm Research, Inc.', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Pearl Grimes, MD', 'affiliation': 'Vitiligo & Pigmentation Institute of Southern California', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Marta Rendon, MD', 'affiliation': 'Skin Care Research, Inc.', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Eduardo Tschen, MD', 'affiliation': 'Academic Dermatology Associates', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT05372419,COMPLETED,90.0,ACTUAL,2025,IV-VI,0,0,0,1,1,1,"Skin Care Research, Inc",Hollywood,Florida,33021,26.3618919,-80.1071697,6.0,10.0,4.0,70.0,0.0,0.0,0.0,"Skin Care Research, Inc, Hollywood, Florida 33021",Skin Care Research,PHASE3,[],"[{'name': 'Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST)', 'affiliation': 'Eli Lilly and Company', 'role': 'STUDY_DIRECTOR'}]"
NCT05372419,COMPLETED,90.0,ACTUAL,2025,IV-VI,0,0,0,1,1,1,Skin Care Physicians of Georgia,Macon,Georgia,31217,32.8449125,-83.61838759999999,6.0,10.0,4.0,70.0,0.0,0.0,0.0,"Skin Care Physicians of Georgia, Macon, Georgia 31217",Skin Care Physicians of Georgia,PHASE3,[],"[{'name': 'Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST)', 'affiliation': 'Eli Lilly and Company', 'role': 'STUDY_DIRECTOR'}]"
NCT01754233,COMPLETED,6.0,ACTUAL,2020,III-IV,0,0,1,1,0,0,Skin Care Physicians,Chestnut Hill,Massachusetts,02467,42.32247419999999,-71.16683549999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skin Care Physicians, Chestnut Hill, Massachusetts 02467",SkinCare Physicians,NA,[],"[{'name': 'Patricia Krantz', 'affiliation': 'Cynosure, Inc.', 'role': 'STUDY_DIRECTOR'}]"
